Species,Country
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Ireland
Albacore, Japan
Albacore, Japan
Albacore, Netherlands
Albacore, Netherlands
Albacore, Netherlands
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Portugal
Albacore, Taiwan
Albacore, Taiwan
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Germany
Baird's slickhead, Estonia
Baird's slickhead, Estonia
Baird's slickhead, Estonia
Baird's slickhead, Estonia
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, Spain
Baird's slickhead, France
Baird's slickhead, France
Baird's slickhead, France
Baird's slickhead, France
Baird's slickhead, France
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, United Kingdom (E+W+S+NI)
Baird's slickhead, Ireland
Baird's slickhead, Ireland
Baird's slickhead, Ireland
Baird's slickhead, Ireland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Iceland
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Lithuania
Baird's slickhead, Poland
Baird's slickhead, Poland
Baird's slickhead, Poland
Baird's slickhead, Poland
Baird's slickhead, Poland
Baird's slickhead, Poland
Baird's slickhead, Portugal
Baird's slickhead, Portugal
Baird's slickhead, Portugal
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Baird's slickhead, Russian Federation
Alewife, Portugal
Alewife, Portugal
Alewife, Portugal
Alewife, Portugal
Alewife, Portugal
Alewife, Portugal
Alewife, Portugal
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Spain
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, Faeroe Islands
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, France
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, United Kingdom (E+W+S+NI)
Alfonsinos nei, Ireland
Alfonsinos nei, Ireland
Alfonsinos nei, Ireland
Alfonsinos nei, Ireland
Alfonsinos nei, Iceland
Alfonsinos nei, Iceland
Alfonsinos nei, Iceland
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Portugal
Alfonsinos nei, Russian Federation
Alfonsinos nei, Russian Federation
Alfonsinos nei, Russian Federation
Alaska pollock(=Walleye poll.), France
Alaska pollock(=Walleye poll.), France
Alaska pollock(=Walleye poll.), France
Unicorn leatherjacket filefish, Spain
Unicorn leatherjacket filefish, Spain
Unicorn leatherjacket filefish, Spain
Unicorn leatherjacket filefish, Spain
Unicorn leatherjacket filefish, Spain
Bleak, Estonia
Bleak, Estonia
Bleak, Estonia
Bleak, Estonia
Bleak, Estonia
Bleak, Estonia
Bleak, Estonia
Bleak, France
Bleak, France
Bleak, France
Bleak, Latvia
Bleak, Latvia
Bleak, Latvia
Bleak, Latvia
Bleak, Latvia
Bleak, Russian Federation
Bleak, Russian Federation
Bleak, Russian Federation
Bleak, Russian Federation
Bleak, Russian Federation
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, Spain
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, France
Thresher, Ireland
Thresher, Ireland
Thresher, Ireland
Thresher, Ireland
Thresher, Ireland
Thresher, Ireland
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Thresher, Portugal
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, Spain
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, France
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Greater amberjack, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
Amberjacks nei, Portugal
European anchovy, Germany
European anchovy, Germany
European anchovy, Germany
European anchovy, Germany
European anchovy, Germany
European anchovy, Germany
European anchovy, Germany
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Denmark
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, Spain
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, France
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, United Kingdom (E+W+S+NI)
European anchovy, Ireland
European anchovy, Ireland
European anchovy, Ireland
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Netherlands
European anchovy, Norway
European anchovy, Norway
European anchovy, Norway
European anchovy, Poland
European anchovy, Poland
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Portugal
European anchovy, Russian Federation
European anchovy, Russian Federation
European anchovy, Sweden
European anchovy, Sweden
European anchovy, Sweden
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Belgium
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Germany
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, Spain
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
Anglerfishes nei, United Kingdom (E+W+S+NI)
