Name,lat,lon
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 Portugal,40.0332629,-7.8896263
 China (including Hong Kong),35.0,105.0
 China (including Hong Kong),35.0,105.0
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 Spain,39.3262345,-4.8380649
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 France,46.603354,1.8883335
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
 United Kingdom (E+W+S+NI),54.75844,-2.69531
